countryname,Active,Closed,Dropped,Pipeline
Macedonia,False,True,False,False
Republic of Cabo Verde,False,True,False,False
Republic of Cabo Verde,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Latvia,False,True,False,False
Kingdom of Morocco,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of Uganda,False,True,False,False
Republic of Uganda,False,True,False,False
Republic of Albania,False,True,False,False
Argentine Republic,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
People's Republic of China,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of Chad,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Chile,False,True,False,False
Republic of South Africa,False,True,False,False
People's Republic of China,False,True,False,False
Syrian Arab Republic,False,True,False,False
Republic of Guinea,False,True,False,False
Republic of Tunisia,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Croatia,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Samoa,False,True,False,False
Kingdom of Lesotho,False,True,False,False
Republic of Togo,False,True,False,False
Republic of Trinidad and Tobago,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of Zambia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Kazakhstan,False,True,False,False
Republic of Yemen,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Kingdom of Thailand,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Azerbaijan,False,True,False,False
Republic of Senegal,False,True,False,False
Argentine Republic,False,True,False,False
Nepal,False,True,False,False
People's Republic of China,False,True,False,False
Argentine Republic,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Rwanda,False,True,False,False
Malaysia,False,True,False,False
West Bank and Gaza,False,True,False,False
Malaysia,False,True,False,False
Malaysia,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Kingdom of Thailand,False,True,False,False
Republic of Indonesia,False,True,False,False
Kingdom of Cambodia,False,True,False,False
Republic of the Philippines,False,True,False,False
Kingdom of Cambodia,False,True,False,False
Republic of Yemen,False,True,False,False
Republic of Madagascar,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
People's Republic of China,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Republic of The Gambia,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
United Mexican States,False,True,False,False
Republic of Armenia,False,True,False,False
Republic of the Philippines,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
Republic of Guinea,False,True,False,False
People's Republic of China,False,True,False,False
Red Sea and Gulf of Aden,False,True,False,False
Republic of Mozambique,False,True,False,False
Republic of Mozambique,False,True,False,False
Republic of India,False,True,False,False
Republic of Moldova,False,True,False,False
Republic of Uganda,False,True,False,False
Republic of Kazakhstan,False,True,False,False
Macedonia,False,True,False,False
Republic of Indonesia,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Yemen,False,True,False,False
Republic of Honduras,False,True,False,False
Republic of Zambia,False,True,False,False
Republic of Zambia,False,True,False,False
Kyrgyz Republic,False,True,False,False
Republic of Korea,False,True,False,False
People's Republic of China,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Cameroon,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Romania,False,True,False,False
Republic of Albania,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Republic of Korea,False,True,False,False
Republic of Croatia,False,True,False,False
Burkina Faso,False,True,False,False
Republic of Nicaragua,False,True,False,False
Republic of Guatemala,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Honduras,False,True,False,False
Republic of Nicaragua,False,True,False,False
Romania,False,True,False,False
Kingdom of Morocco,False,True,False,False
Russian Federation,False,True,False,False
United Mexican States,False,True,False,False
Republic of Armenia,False,True,False,False
Republic of Chile,False,True,False,False
Republic of Honduras,False,True,False,False
Republic of Nicaragua,False,True,False,False
Kingdom of Morocco,False,True,False,False
Georgia,False,True,False,False
Africa,False,True,False,False
Republic of Mali,False,True,False,False
Georgia,False,True,False,False
Republic of Djibouti,False,True,False,False
Argentine Republic,False,True,False,False
Georgia,False,True,False,False
Republic of Nicaragua,False,True,False,False
Republic of the Philippines,False,True,False,False
People's Republic of China,False,True,False,False
Republic of India,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Kingdom of Thailand,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Republic of Mozambique,False,True,False,False
Kyrgyz Republic,False,True,False,False
St. Kitts and Nevis,False,True,False,False
Dominican Republic,False,True,False,False
Commonwealth of Dominica,False,True,False,False
St. Lucia,False,True,False,False
Republic of India,False,True,False,False
Republic of Malawi,False,True,False,False
Republic of Guatemala,False,True,False,False
Republic of Latvia,False,True,False,False
Republic of Malawi,False,True,False,False
Republic of the Philippines,False,True,False,False
Republic of the Philippines,False,True,False,False
Republic of the Philippines,False,True,False,False
Republic of Guinea,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Bulgaria,False,True,False,False
Republic of Panama,False,True,False,False
Republic of Bulgaria,False,True,False,False
Plurinational State of Bolivia,False,True,False,False
Plurinational State of Bolivia,False,True,False,False
Republic of Guatemala,False,True,False,False
Republic of Latvia,False,True,False,False
Republic of Nicaragua,False,True,False,False
Argentine Republic,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Korea,False,True,False,False
Republic of Chile,False,True,False,False
Burkina Faso,False,True,False,False
Kingdom of Morocco,False,True,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
Co-operative Republic of Guyana,True,False,False,False
Republica Bolivariana de Venezuela,False,True,False,False
Republic of Guatemala,False,True,False,False
Republic of Korea,False,True,False,False
Co-operative Republic of Guyana,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Cameroon,False,True,False,False
Republic of Malawi,False,True,False,False
Republic of Rwanda,False,True,False,False
Republic of Niger,False,True,False,False
Republic of Armenia,False,True,False,False
Federative Republic of Brazil,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Yemen,False,True,False,False
Republic of Poland,False,True,False,False
Republic of Malawi,False,True,False,False
Republic of Uzbekistan,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
West Bank and Gaza,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Chad,False,True,False,False
Oriental Republic of Uruguay,False,True,False,False
Ukraine,False,True,False,False
Ukraine,False,True,False,False
Republic of Niger,False,True,False,False
Republic of Panama,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Kingdom of Thailand,False,True,False,False
Republic of The Gambia,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Turkey,False,True,False,False
Georgia,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Czech Republic,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Tajikistan,False,True,False,False
Gabonese Republic,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Peru,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Russian Federation,False,True,False,False
Republic of Korea,False,True,False,False
Republic of Colombia,False,True,False,False
Oriental Republic of Uruguay,False,True,False,False
Republic of Latvia,False,True,False,False
Republic of Tajikistan,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Guatemala,False,True,False,False
Republic of Poland,False,True,False,False
Republic of Cabo Verde,False,True,False,False
Republic of Panama,False,True,False,False
Republic of Turkey,False,True,False,False
Republic of Kenya,False,True,False,False
Republic of Guinea,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Republic of Honduras,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Uganda,False,True,False,False
Republic of Uganda,False,True,False,False
Macedonia,False,True,False,False
Kingdom of Thailand,False,True,False,False
Kingdom of Thailand,False,True,False,False
Macedonia,False,True,False,False
Republic of Azerbaijan,False,True,False,False
Republic of Colombia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Seychelles,False,True,False,False
United Mexican States,False,True,False,False
Republic of India,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Colombia,False,True,False,False
Argentine Republic,False,True,False,False
United Mexican States,False,True,False,False
Republic of Azerbaijan,False,True,False,False
Republic of Madagascar,False,True,False,False
Plurinational State of Bolivia,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of India,False,True,False,False
Republic of India,False,True,False,False
Kingdom of Lesotho,False,True,False,False
People's Democratic Republic of Algeria,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Republic of India,False,True,False,False
Republic of Guinea,False,True,False,False
Republic of Kazakhstan,False,True,False,False
Republic of Cameroon,False,True,False,False
Romania,False,True,False,False
Kyrgyz Republic,False,True,False,False
Republic of Cameroon,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Republic of Turkey,False,True,False,False
Republic of Tunisia,False,True,False,False
Ukraine,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Panama,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Croatia,False,True,False,False
Republic of Croatia,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Uzbekistan,False,True,False,False
Malaysia,False,True,False,False
Plurinational State of Bolivia,False,True,False,False
People's Republic of China,False,True,False,False
United Mexican States,False,True,False,False
Republic of Benin,False,True,False,False
Republic of Colombia,False,True,False,False
Republic of Colombia,False,True,False,False
Aral Sea,False,True,False,False
Republic of Armenia,False,True,False,False
Republic of Ecuador,False,True,False,False
Western Balkans,False,True,False,False
United Mexican States,False,True,False,False
Republic of Turkey,False,True,False,False
Republic of Ghana,False,True,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
Republic of Ecuador,False,True,False,False
People's Republic of China,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of Ghana,False,True,False,False
Kingdom of Lesotho,False,True,False,False
Organization of Eastern Caribbean States,False,True,False,False
United Mexican States,False,True,False,False
Republic of Ghana,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
United Mexican States,False,True,False,False
Republic of Nicaragua,False,True,False,False
Republic of Chad,False,True,False,False
Republic of Zimbabwe,False,True,False,False
Republic of Zimbabwe,False,True,False,False
Republic of Kazakhstan,False,True,False,False
Republic of Nicaragua,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of Indonesia,False,True,False,False
Mongolia,False,True,False,False
Republic of Zimbabwe,False,True,False,False
People's Republic of China,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
People's Republic of China,False,True,False,False
People's Republic of China,False,True,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
Ukraine,False,True,False,False
Arab Republic of Egypt,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Uzbekistan,False,True,False,False
Republic of Yemen,False,True,False,False
People's Republic of China,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Benin,False,True,False,False
Republic of Zimbabwe,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of Senegal,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Republic of Bulgaria,False,True,False,False
Plurinational State of Bolivia,False,True,False,False
Republic of Albania,False,True,False,False
Republic of Albania,False,True,False,False
Republic of Albania,False,True,False,False
Kyrgyz Republic,False,True,False,False
Kyrgyz Republic,False,True,False,False
Republic of El Salvador,False,True,False,False
Republic of Uganda,False,True,False,False
Romania,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Moldova,False,True,False,False
Republica Bolivariana de Venezuela,False,True,False,False
Republic of Madagascar,False,True,False,False
The Independent State of Papua New Guine,False,True,False,False
Republic of Angola,False,True,False,False
Republic of Turkey,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Plurinational State of Bolivia,False,True,False,False
Republic of Nicaragua,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Argentine Republic,False,True,False,False
Argentine Republic,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Mali,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of The Gambia,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Indonesia,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Moldova,False,True,False,False
People's Republic of China,False,True,False,False
People's Republic of China,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Korea,False,True,False,False
Republic of Malawi,False,True,False,False
Republic of Uganda,False,True,False,False
Republic of the Philippines,False,True,False,False
Republic of the Philippines,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Uganda,False,True,False,False
Republic of India,False,True,False,False
Republic of the Philippines,False,True,False,False
Lebanese Republic,False,True,False,False
Republic of Tunisia,False,True,False,False
Republic of India,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Madagascar,False,True,False,False
Republic of Tunisia,False,True,False,False
Dominican Republic,False,True,False,False
Republic of Togo,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Kingdom of Bhutan,False,True,False,False
Republic of Costa Rica,False,True,False,False
Republic of Indonesia,False,True,False,False
Kingdom of Morocco,False,True,False,False
Hungary,False,True,False,False
Republic of Latvia,False,True,False,False
Republic of Latvia,False,True,False,False
Union of the Comoros,False,True,False,False
Kingdom of Thailand,False,True,False,False
Ukraine,False,True,False,False
Republic of Zambia,False,True,False,False
Republic of South Africa,False,True,False,False
Macedonia,False,True,False,False
Kingdom of Cambodia,False,True,False,False
Georgia,False,True,False,False
Republic of Mauritius,False,True,False,False
Republic of Mozambique,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Albania,False,True,False,False
Argentine Republic,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
Oriental Republic of Uruguay,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Ecuador,False,True,False,False
Republic of Ecuador,False,True,False,False
Republic of Tunisia,False,True,False,False
Republic of Tajikistan,False,True,False,False
United Mexican States,False,True,False,False
Hungary,False,True,False,False
Republic of Armenia,False,True,False,False
West Bank and Gaza,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Republic of Panama,False,True,False,False
Argentine Republic,False,True,False,False
World,False,True,False,False
Dominican Republic,False,True,False,False
Republic of India,False,True,False,False
State of Eritrea,False,True,False,False
Republic of Moldova,False,True,False,False
Republic of Guinea,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Republica Bolivariana de Venezuela,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of Guatemala,False,True,False,False
Republic of Cabo Verde,False,True,False,False
Kingdom of Thailand,False,True,False,False
Republic of Korea,False,True,False,False
Africa,False,True,False,False
Republic of Madagascar,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Niger,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Russian Federation,False,True,False,False
Russian Federation,False,True,False,False
Republic of Rwanda,False,True,False,False
Republic of Poland,False,True,False,False
State of Eritrea,False,True,False,False
Republic of Guinea,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Republic of Tajikistan,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Kenya,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Republic of Ghana,False,True,False,False
Co-operative Republic of Guyana,False,True,False,False
Republic of Honduras,False,True,False,False
Plurinational State of Bolivia,False,True,False,False
Republic of Cameroon,False,True,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
Republic of Guatemala,False,True,False,False
Georgia,False,True,False,False
Republic of Ecuador,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Romania,False,True,False,False
Republic of India,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Senegal,False,True,False,False
Republic of Albania,False,True,False,False
Republic of Albania,False,True,False,False
Republic of India,False,True,False,False
Republic of Peru,False,True,False,False
Union of the Comoros,False,True,False,False
Republic of India,False,True,False,False
Republic of Indonesia,False,True,False,False
Nepal,False,True,False,False
Nepal,False,True,False,False
Republic of Guinea-Bissau,False,True,False,False
Kingdom of Morocco,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Senegal,False,True,False,False
Republic of Armenia,False,True,False,False
Republica Bolivariana de Venezuela,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Peru,False,True,False,False
State of Eritrea,False,True,False,False
Republic of Croatia,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Moldova,False,True,False,False
United Mexican States,False,True,False,False
Republic of Colombia,False,True,False,False
Republic of Colombia,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Republic of Yemen,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Macedonia,False,True,False,False
Republic of Yemen,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Macedonia,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Bulgaria,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Poland,False,True,False,False
People's Republic of China,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Ghana,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Zambia,False,True,False,False
Republic of Turkey,False,True,False,False
Republic of Yemen,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Honduras,False,True,False,False
Russian Federation,False,True,False,False
Republic of Togo,False,True,False,False
Republic of Togo,False,True,False,False
Kingdom of Morocco,False,True,False,False
Hungary,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Kingdom of Thailand,False,True,False,False
Republic of the Philippines,False,True,False,False
Republic of India,False,True,False,False
Republic of Moldova,False,True,False,False
Republic of Uganda,False,True,False,False
Republic of Senegal,False,True,False,False
Georgia,False,True,False,False
Georgia,False,True,False,False
Macedonia,False,True,False,False
Republic of Togo,False,True,False,False
Republic of Paraguay,False,True,False,False
Republic of El Salvador,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of Guatemala,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Kazakhstan,False,True,False,False
Republic of Armenia,False,True,False,False
Nepal,False,True,False,False
Republic of Armenia,False,True,False,False
Argentine Republic,False,True,False,False
Argentine Republic,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Uzbekistan,False,True,False,False
Republic of Yemen,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Plurinational State of Bolivia,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Romania,False,True,False,False
Republic of Armenia,False,True,False,False
Republic of Azerbaijan,False,True,False,False
Argentine Republic,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Georgia,False,True,False,False
Republic of Poland,False,True,False,False
West Bank and Gaza,False,True,False,False
Republic of Cote d'Ivoire,True,False,False,False
Republic of Cote d'Ivoire,False,True,False,False
Burkina Faso,False,True,False,False
Mongolia,False,True,False,False
Republic of Indonesia,False,True,False,False
Burkina Faso,False,True,False,False
Union of the Comoros,False,True,False,False
Republic of Chad,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Republic of Senegal,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
Republic of Mali,False,True,False,False
Russian Federation,False,True,False,False
Oriental Republic of Uruguay,False,True,False,False
Republic of Nicaragua,False,True,False,False
United Mexican States,False,True,False,False
Hungary,False,True,False,False
Republic of Rwanda,False,True,False,False
Republic of Madagascar,False,True,False,False
Republic of Armenia,False,True,False,False
Republic of Turkey,False,True,False,False
People's Republic of China,False,True,False,False
Kingdom of Thailand,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Tunisia,False,True,False,False
People's Republic of China,False,True,False,False
United Republic of Tanzania,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Kenya,False,True,False,False
Republic of Colombia,False,True,False,False
Argentine Republic,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
Republic of Panama,False,True,False,False
Republic of India,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Senegal,False,True,False,False
Republic of Malawi,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of India,False,True,False,False
Republic of Senegal,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Senegal,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Guinea-Bissau,False,True,False,False
Republic of Zambia,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Moldova,False,True,False,False
Gabonese Republic,False,True,False,False
Republic of Uganda,False,True,False,False
Kyrgyz Republic,False,True,False,False
Russian Federation,False,True,False,False
Russian Federation,False,True,False,False
Russian Federation,False,True,False,False
Russian Federation,False,True,False,False
West Bank and Gaza,False,True,False,False
Russian Federation,False,True,False,False
West Bank and Gaza,False,True,False,False
Russian Federation,False,True,False,False
United Mexican States,False,True,False,False
Romania,False,True,False,False
Georgia,False,True,False,False
People's Republic of China,False,True,False,False
Romania,False,True,False,False
Romania,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Republic of Mali,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Madagascar,False,True,False,False
Republic of Tunisia,False,True,False,False
Europe and Central Asia,False,True,False,False
Republic of Zimbabwe,False,True,False,False
Republic of South Africa,False,True,False,False
Republic of Niger,False,True,False,False
Republic of India,False,True,False,False
People's Republic of China,False,True,False,False
Turkmenistan,False,True,False,False
Turkmenistan,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Zambia,False,True,False,False
Republic of Yemen,False,True,False,False
Argentine Republic,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Guatemala,False,True,False,False
Republic of India,False,True,False,False
Argentine Republic,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Argentine Republic,False,True,False,False
Kingdom of Thailand,False,True,False,False
Republic of Tunisia,False,True,False,False
Republic of Croatia,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Panama,False,True,False,False
Republic of Senegal,False,True,False,False
Republic of Bulgaria,False,True,False,False
Republic of Latvia,False,True,False,False
Republic of Indonesia,False,True,False,False
Macedonia,False,True,False,False
Republic of India,False,True,False,False
United Mexican States,False,True,False,False
Mongolia,False,True,False,False
Republic of Belarus,False,True,False,False
Mongolia,False,True,False,False
Argentine Republic,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Moldova,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Guatemala,False,True,False,False
Republic of Guinea,False,True,False,False
Kyrgyz Republic,False,True,False,False
Republic of Tajikistan,False,True,False,False
State of Eritrea,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
Republic of Kenya,False,True,False,False
West Bank and Gaza,False,True,False,False
Georgia,False,True,False,False
West Bank and Gaza,False,True,False,False
Republic of Kazakhstan,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Republic of Latvia,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Russian Federation,False,True,False,False
Republic of India,False,True,False,False
Georgia,False,True,False,False
People's Democratic Republic of Algeria,False,True,False,False
Republic of Niger,False,True,False,False
Republic of Honduras,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Belize,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Ukraine,False,True,False,False
Republic of Madagascar,False,True,False,False
Republic of Madagascar,False,True,False,False
Hungary,False,True,False,False
Republic of Poland,False,True,False,False
West Bank and Gaza,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Caribbean,False,True,False,False
Kingdom of Cambodia,False,True,False,False
Republic of Colombia,False,True,False,False
Lebanese Republic,False,True,False,False
United Mexican States,False,True,False,False
Republic of Lithuania,False,True,False,False
Republic of Peru,False,True,False,False
Republic of Peru,False,True,False,False
Republic of Mozambique,False,True,False,False
Republic of India,False,True,False,False
Republic of Kenya,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Djibouti,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Azerbaijan,False,True,False,False
Republic of Peru,False,True,False,False
Republic of Madagascar,False,True,False,False
Argentine Republic,False,True,False,False
Burkina Faso,False,True,False,False
Kingdom of Cambodia,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Republic of Armenia,False,True,False,False
Union of the Comoros,False,True,False,False
People's Republic of China,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Republic of India,False,True,False,False
Republic of Kazakhstan,False,True,False,False
Republic of Yemen,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Dominican Republic,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of Latvia,False,True,False,False
People's Republic of China,False,True,False,False
United Mexican States,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Mali,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of Mozambique,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Madagascar,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Croatia,False,True,False,False
Ukraine,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Argentine Republic,False,True,False,False
Hungary,False,True,False,False
Republic of India,False,True,False,False
Republic of the Philippines,False,True,False,False
Republic of the Philippines,False,True,False,False
Lebanese Republic,False,True,False,False
Republic of the Philippines,False,True,False,False
Republic of the Philippines,False,True,False,False
Lebanese Republic,False,True,False,False
Republic of Kenya,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Croatia,False,True,False,False
Ukraine,False,True,False,False
Republic of the Philippines,False,True,False,False
Plurinational State of Bolivia,False,True,False,False
Co-operative Republic of Guyana,False,True,False,False
Republic of Honduras,False,True,False,False
Republic of Cameroon,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Kenya,False,True,False,False
Republic of Malawi,False,True,False,False
Republic of Sierra Leone,False,True,False,False
Republic of Zambia,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
Republic of Senegal,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Benin,False,True,False,False
Georgia,False,True,False,False
Aral Sea,False,True,False,False
Ukraine,False,True,False,False
Republic of Lithuania,False,True,False,False
People's Republic of China,False,True,False,False
United Mexican States,False,True,False,False
Republic of Indonesia,False,True,False,False
Ukraine,False,True,False,False
West Bank and Gaza,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Republic of Azerbaijan,False,True,False,False
