Country Name,Country Code,Indicator Name,Indicator Code,Year,gdp
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1993,225924679920.709
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1993,2274557914.07481
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1993,2332018010.55341
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1993,33166519417.9894
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1993,10829710144.9275
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1993,5200265957.44681
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1993,3092000000.0
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1993,559858250.0
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1993,1820359936.0
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1993,5734676560.92471
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1993,437798577639.752
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1993,2046189031.96937
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1993,4105706151.75145
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1993,235239570.350935
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1993,4160086253.1468
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1993,1278781166.72188
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1993,577170761956.438
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1993,274192522357.49
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1993,264353008121.278
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1993,49297773130.1185
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1993,444731282436.762
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1993,11045759468.9412
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1993,15498179313.0425
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1993,1918970032.40865
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1993,55802538219.0264
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1993,263568114.445462
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1993,490417389.682569
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1993,9537297507.16915
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1993,18799958621.3464
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1993,22367254864.8649
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1993,6590291048.29211
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,1993,40614350197.2353
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1993,2068555542410.98
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1993,466048469.22986
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1993,200418518.518519
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1993,143195607581.857
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1993,13081042400.0
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1993,49946455210.966
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1993,885206635473.874
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1993,2327365063376.36
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1993,6528972462891.25
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1993,818599627674.613
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1993,8983031020534.62
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1993,18938717358.6793
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1993,46578631452.581
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1993,6161852575349.7
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1993,467872714.755603
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1993,523649481762.322
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1993,8830712713.90781
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1993,7808204288725.23
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1993,89255751014.885
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1993,1635426125.30808
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1993,1322815612694.0
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1993,198400000.0
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1993,4378645081.01769
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1993,1061388722255.55
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1993,2688016393.44262
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1993,5966255778.12018
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1993,3279063317.63475
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1993,755042548.055824
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1993,236880821.656388
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1993,136047896.155778
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1993,108809058858.502
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1993,309812185.185185
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1993,927219728.866886
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1993,11399942453.0646
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1993,442273433.179724
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1993,21960103799484.6
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1993,120353947980.764
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1993,3481990761.34498
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1993,121510454425.851
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1993,1878248741.04949
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1993,40119073326.3573
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1993,3960795856569.08
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1993,4254480559537.56
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1993,294379944286.2
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1993,119491915808.862
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1993,158006700301.533
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1993,174900138275.231
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1993,275570363431.902
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1993,52480253168.9731
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1993,63743623232.0252
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1993,6126456175.15147
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1993,1061445225790.57
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1993,5405097570.68897
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1993,5605841535.57512
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1993,4454143876947.21
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1993,23409260879.9427
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1993,5751789915.05363
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1993,2028295454.54545
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1993,2533727592.04165
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1993,46919624.6430029
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1993,249676000.0
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1993,386302839273.923
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1993,23941391390.7285
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1993,1197932345307.2
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1993,1327748654.65969
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1993,7535259851.03597
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1993,160400000.0
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1993,30657030223.3903
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1993,574870405.185185
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1993,1562054369719.56
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1993,135071981124.964
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1993,101085260427.713
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1993,1673104493.77369
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1993,10353678756.4767
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1993,888240616637.341
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1993,3851724386099.62
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1993,835592802.276831
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1993,2156455585063.6
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1993,16486900186.5672
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1993,5625533410.31176
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1993,31655473663.8348
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1993,2574439973.17387
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1993,3370842210.90955
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1993,322326642.335766
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1993,619760541456.303
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1993,500736065605.341
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1993,99461000.0
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1993,3753956176033.44
"Macedonia, FYR",MKD,GDP (current US$),NY.GDP.MKTP.CD,1993,2550195043.10345
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1993,2818280876.07615
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1993,2709178326.78271
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1993,291541399331.172
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1993,768401634.154573
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1993,2394823061.93212
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1993,1249944999.42056
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1993,3263368410.01813
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1993,2070636935.58644
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1993,66894448545.1226
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1993,7457709121892.44
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1993,3218475900.48046
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1993,3070161471.04451
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1993,1606581743.78497
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1993,15789003752.7594
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1993,1756454248.36601
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1993,349037818106.312
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1993,120579072750.596
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1993,3660041666.66667
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1993,46712018140.5896
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1993,21599379528450.5
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1993,12493107932.3797
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1993,57941679086.8277
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1993,51478304859.5879
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1993,8782585400.0
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1993,35158109999.4973
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1993,54368083953.1119
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1993,4974550286.18152
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1993,96045645026.178
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1993,132432116532.985
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1993,36922456000.0
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1993,95019103603.042
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1993,7249533620.30614
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1993,2996482340.37476
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1993,20938065718943.7
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1993,3694600399.89225
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1993,7156593653.84615
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1993,26362894736.8421
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1993,435083713850.837
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1993,1971525998.87685
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1993,376254716433.54
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1993,132967901415.22
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1993,8881785938.48085
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1993,5678827998.8247
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1993,60644572348.0629
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1993,410923236.189102
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1993,768812334.801762
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1993,6680269200.0
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1993,292160743471.377
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1993,292636615790.246
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1993,79656641875.0576
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1993,428794117.647059
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1993,16452201100.9604
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1993,209950792712.696
Swaziland,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1993,1357206995.74624
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1993,473916819.453826
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1993,13695962019.2084
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1993,1463251055.40068
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1993,883381038788.491
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1993,935063189619.067
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1993,1233496846.33493
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1993,128889832382.818
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1993,1644325581.39535
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1993,3340000000.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1993,1490843607800.12
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1993,288738308055.201
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1993,138489884.393064
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1993,376254716433.54
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1993,292636615790.246
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1993,4669488516.37981
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1993,14608946896.483
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1993,180169736363.636
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1993,9630762.95389637
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1993,4257702196.53864
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1993,3220439044.18949
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1993,65607522123.8938
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1993,2865789176432.95
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1993,15002106518.4847
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1993,6878718000000.0
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1993,13099013835.5111
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1993,286307814.814815
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1993,58124193832.5991
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1993,1996000000.0
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1993,13180953598.1716
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1993,188080374.400605
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1993,25823958156831.0
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1993,133122897.196262
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1993,852502107783.0048
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1993,5368270614.8468
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1993,134309759157.817
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1993,3273237853.35689
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1993,6563813300.0
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1994,1330167597.76536
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1994,895470721674.9227
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1994,3390500000.0
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1994,1985673798.10258
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1994,1017549124.33238
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1994,487526906264.115
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1994,59305093979.842
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1994,257440000000.0
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1994,1315158636.67553
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1994,895470721674.9227
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1994,589429592.592593
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1994,322201314424.075
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1994,203535242741.838
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1994,3312797524.31477
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1994,925030590.153683
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1994,246194938750.904
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1994,1598075932.35432
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1994,1895290964.80829
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1994,33768660882.793
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1994,9697416974.16974
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1994,5567553457.44681
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1994,3259000000.0
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1994,1255802469.1358
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1994,17793000000.0
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1994,580863700.0
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1994,1867160064.0
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1994,5981244886.917
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1994,558111997497.263
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1994,2151295182.22045
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1994,4087337959.93191
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1994,270801565.189672
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1994,4259330999.03151
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1994,851174350.649409
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1994,578139279437.61
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1994,311016433450.634
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1994,292646657673.466
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1994,895470721674.9227
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1994,57008425295.8256
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1994,564324670005.917
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1994,8313557450.25213
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1994,10600157683.8412
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1994,5840529411.76471
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1994,1769365425.04053
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1994,81703500846.0364
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1994,185761822.560488
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1994,406580652.330537
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1994,10432619390.3609
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1994,19800879060.9392
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1994,28448326756.7568
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1994,895470721674.9227
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1994,895470721674.9227
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1994,7425703928.57143
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,1994,47554674590.9328
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1994,2205966011811.5
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1994,491689220.744875
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1994,215459259.259259
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1994,156162311731.598
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1994,14664237666.6667
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1994,42542571305.5136
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1994,1064837348764.57
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1994,2432794389293.83
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1994,7301095645971.79
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1994,709672789670.446
